,gene_ids,n_cells
BRD4,ENSG00000141867,191
AKAP8,ENSG00000105127,94
AKAP8L,ENSG00000011243,109
WIZ,ENSG00000011451,27
RASAL3,ENSG00000105122,315
PGLYRP2,ENSG00000161031,20
CYP4F22,ENSG00000171954,4
TPM4,ENSG00000167460,350
RAB8A,ENSG00000167461,582
CTD-2231E14.8,ENSG00000269243,19
HSH2D,ENSG00000196684,224
FAM32A,ENSG00000105058,383
AP1M1,ENSG00000072958,165
CTD-2562J15.6,ENSG00000267275,26
KLF2,ENSG00000127528,1642
EPS15L1,ENSG00000127527,96
C19orf44,ENSG00000105072,3
CHERP,ENSG00000085872,96
SLC35E1,ENSG00000127526,70
MED26,ENSG00000105085,24
SMIM7,ENSG00000214046,439
TMEM38A,ENSG00000072954,5
SIN3B,ENSG00000127511,67
CPAMD8,ENSG00000160111,9
HAUS8,ENSG00000131351,47
MYO9B,ENSG00000099331,192
USE1,ENSG00000053501,287
OCEL1,ENSG00000099330,172
NR2F6,ENSG00000160113,21
BABAM1,ENSG00000105393,331
ANKLE1,ENSG00000160117,8
ABHD8,ENSG00000127220,45
MRPL34,ENSG00000130312,525
DDA1,ENSG00000130311,239
GTPBP3,ENSG00000130299,61
PLVAP,ENSG00000130300,3
BST2,ENSG00000130303,1204
CTD-2521M24.9,ENSG00000269640,107
MVB12A,ENSG00000141971,143
SLC27A1,ENSG00000130304,33
CTD-3131K8.2,ENSG00000269439,10
PGLS,ENSG00000130313,800
FAM129C,ENSG00000167483,49
COLGALT1,ENSG00000130309,89
MAP1S,ENSG00000130479,56
FCHO1,ENSG00000130475,87
INSL3,ENSG00000248099,9
JAK3,ENSG00000105639,95
RPL18A,ENSG00000105640,2682
CCDC124,ENSG00000007080,300
KCNN1,ENSG00000105642,7
ARRDC2,ENSG00000105643,195
IL12RB1,ENSG00000096996,212
MAST3,ENSG00000099308,89
PIK3R2,ENSG00000105647,18
IFI30,ENSG00000216490,441
MPV17L2,ENSG00000254858,55
RAB3A,ENSG00000105649,13
PDE4C,ENSG00000105650,4
KIAA1683,ENSG00000130518,16
JUND,ENSG00000130522,414
LSM4,ENSG00000130520,682
PGPEP1,ENSG00000130517,85
LRRC25,ENSG00000175489,272
SSBP4,ENSG00000130511,336
ISYNA1,ENSG00000105655,51
ELL,ENSG00000105656,65
FKBP8,ENSG00000105701,846
KXD1,ENSG00000105700,319
AC005253.2,ENSG00000268030,8
AC005253.4,ENSG00000268983,4
UBA52,ENSG00000221983,2626
C19orf60,ENSG00000006015,758
KLHL26,ENSG00000167487,11
CRTC1,ENSG00000105662,35
UPF1,ENSG00000005007,26
COPE,ENSG00000105669,1171
DDX49,ENSG00000105671,129
HOMER3,ENSG00000051128,27
AC005932.1,ENSG00000269019,3
SUGP2,ENSG00000064607,99
AC004447.2,ENSG00000269131,6
ARMC6,ENSG00000105676,90
SLC25A42,ENSG00000181035,44
TMEM161A,ENSG00000064545,50
MEF2BNB-MEF2B,ENSG00000064489,9
MEF2BNB,ENSG00000254901,125
RFXANK,ENSG00000064490,306
NR2C2AP,ENSG00000184162,112
SUGP1,ENSG00000105705,96
MAU2,ENSG00000129933,71
GATAD2A,ENSG00000167491,95
TSSK6,ENSG00000178093,5
NDUFA13,ENSG00000186010,1240
PBX4,ENSG00000105717,42
LPAR2,ENSG00000064547,36
GMIP,ENSG00000089639,128
ATP13A1,ENSG00000105726,98
ZNF101,ENSG00000181896,163
ZNF14,ENSG00000105708,21
LINC00663,ENSG00000266904,9
ZNF506,ENSG00000081665,63
ZNF253,ENSG00000256771,25
ZNF93,ENSG00000184635,10
ZNF682,ENSG00000197124,20
ZNF90,ENSG00000213988,199
CTC-260E6.6,ENSG00000267383,3
ZNF486,ENSG00000256229,5
ZNF737,ENSG00000237440,20
ZNF626,ENSG00000188171,70
ZNF85,ENSG00000105750,32
ZNF430,ENSG00000118620,158
ZNF714,ENSG00000160352,36
ZNF431,ENSG00000196705,62
ZNF708,ENSG00000182141,34
ZNF738,ENSG00000172687,25
ZNF493,ENSG00000196268,62
ZNF429,ENSG00000197013,48
ZNF100,ENSG00000197020,27
ZNF43,ENSG00000198521,30
ZNF208,ENSG00000160321,3
ZNF257,ENSG00000197134,19
ZNF492,ENSG00000229676,3
ZNF724P,ENSG00000196081,3
RP11-15H20.7,ENSG00000269107,4
ZNF91,ENSG00000167232,128
ZNF675,ENSG00000197372,79
ZNF681,ENSG00000196172,35
RPSAP58,ENSG00000205246,1970
ZNF726,ENSG00000213967,13
CTD-2017D11.1,ENSG00000268362,22
ZNF254,ENSG00000213096,47
LINC00662,ENSG00000261824,66
CTC-459F4.3,ENSG00000267575,14
UQCRFS1,ENSG00000169021,771
CTB-32O4.2,ENSG00000267498,10
POP4,ENSG00000105171,270
PLEKHF1,ENSG00000166289,130
C19orf12,ENSG00000131943,55
CCNE1,ENSG00000105173,9
URI1,ENSG00000105176,193
ZNF507,ENSG00000168813,24
DPY19L3,ENSG00000178904,15
PDCD5,ENSG00000105185,504
ANKRD27,ENSG00000105186,48
CTD-2538C1.2,ENSG00000267475,16
NUDT19,ENSG00000213965,14
CTD-2085J24.4,ENSG00000266930,3
CEP89,ENSG00000121289,34
C19orf40,ENSG00000131944,16
GPATCH1,ENSG00000076650,37
LRP3,ENSG00000130881,4
CEBPA,ENSG00000245848,86
CEBPA-AS1,ENSG00000267296,3
CEBPG,ENSG00000153879,195
PEPD,ENSG00000124299,307
KCTD15,ENSG00000153885,12
LSM14A,ENSG00000257103,441
KIAA0355,ENSG00000166398,72
GPI,ENSG00000105220,332
PDCD2L,ENSG00000126249,66
UBA2,ENSG00000126261,274
SCGB1B2P,ENSG00000268751,3
ZNF302,ENSG00000089335,121
ZNF181,ENSG00000197841,39
ZNF599,ENSG00000153896,24
CTC-523E23.1,ENSG00000261754,3
CTC-523E23.11,ENSG00000271109,149
ZNF30,ENSG00000168661,7
ZNF792,ENSG00000180884,26
GRAMD1A,ENSG00000089351,290
SCN1B,ENSG00000105711,5
FXYD1,ENSG00000266964,40
FXYD7,ENSG00000221946,80
FXYD5,ENSG00000089327,1969
LSR,ENSG00000105699,105
USF2,ENSG00000105698,277
CD22,ENSG00000012124,129
FFAR3,ENSG00000185897,11
GPR42,ENSG00000126251,18
FFAR2,ENSG00000126262,41
DMKN,ENSG00000161249,9
AD000090.2,ENSG00000236144,16
TMEM147,ENSG00000105677,521
HAUS5,ENSG00000249115,31
RBM42,ENSG00000126254,226
ETV2,ENSG00000105672,14
COX6B1,ENSG00000126267,1538
ZBTB32,ENSG00000011590,15
KMT2B,ENSG00000272333,41
IGFLR1,ENSG00000126246,206
AD000671.6,ENSG00000267120,4
U2AF1L4,ENSG00000161265,248
PSENEN,ENSG00000205155,379
LIN37,ENSG00000267796,30
C19orf55,ENSG00000167595,49
ARHGAP33,ENSG00000004777,9
NFKBID,ENSG00000167604,84
HCST,ENSG00000126264,1456
TYROBP,ENSG00000011600,1072
LRFN3,ENSG00000126243,12
SDHAF1,ENSG00000205138,179
ALKBH6,ENSG00000239382,85
AC002116.7,ENSG00000267698,7
THAP8,ENSG00000161277,16
WDR62,ENSG00000075702,5
POLR2I,ENSG00000105258,390
TBCB,ENSG00000105254,823
CAPNS1,ENSG00000126247,347
ZNF565,ENSG00000196357,7
ZNF146,ENSG00000167635,143
LINC00665,ENSG00000232677,52
ZFP14,ENSG00000142065,61
ZFP82,ENSG00000181007,31
ZNF566,ENSG00000186017,41
CTD-2630F21.1,ENSG00000267309,6
ZNF260,ENSG00000254004,20
ZNF529,ENSG00000186020,33
AC092295.7,ENSG00000233527,12
ZNF382,ENSG00000161298,20
ZNF461,ENSG00000197808,8
AC074138.3,ENSG00000225975,14
ZNF567,ENSG00000189042,60
CTD-2162K18.4,ENSG00000267260,5
CTD-2162K18.5,ENSG00000267254,26
ZNF790,ENSG00000197863,25
ZNF345,ENSG00000251247,25
ZNF829,ENSG00000185869,7
ZNF568,ENSG00000198453,40
ZNF420,ENSG00000197050,52
CTC-454I21.3,ENSG00000267360,4
ZNF585A,ENSG00000196967,22
ZNF585B,ENSG00000245680,27
ZNF383,ENSG00000188283,30
HKR1,ENSG00000181666,35
ZNF527,ENSG00000189164,13
ZNF569,ENSG00000196437,22
ZNF570,ENSG00000171827,14
CTD-2086O20.3,ENSG00000267381,3
CTD-3064H18.1,ENSG00000266916,4
ZNF793,ENSG00000188227,19
ZNF571-AS1,ENSG00000267470,5
ZNF540,ENSG00000171817,12
ZNF571,ENSG00000180479,23
ZFP30,ENSG00000120784,6
ZNF781,ENSG00000196381,16
ZNF573,ENSG00000189144,31
SIPA1L3,ENSG00000105738,22
SPINT2,ENSG00000167642,416
PPP1R14A,ENSG00000167641,61
CTB-102L5.4,ENSG00000267748,3
C19orf33,ENSG00000167644,9
YIF1B,ENSG00000167645,190
KCNK6,ENSG00000099337,86
AC026806.2,ENSG00000268913,14
CATSPERG,ENSG00000099338,10
PSMD8,ENSG00000099341,803
FAM98C,ENSG00000130244,137
RASGRP4,ENSG00000171777,72
RYR1,ENSG00000196218,16
MAP4K1,ENSG00000104814,190
EIF3K,ENSG00000178982,1987
ACTN4,ENSG00000130402,164
CAPN12,ENSG00000182472,86
CTD-2540F13.2,ENSG00000267892,3
LGALS4,ENSG00000171747,4
ECH1,ENSG00000104823,722
HNRNPL,ENSG00000104824,254
RINL,ENSG00000187994,81
SIRT2,ENSG00000068903,175
NFKBIB,ENSG00000104825,114
SARS2,ENSG00000104835,35
MRPS12,ENSG00000128626,374
PAPL,ENSG00000183760,3
PAK4,ENSG00000130669,15
IFNL1,ENSG00000182393,7
LRFN1,ENSG00000128011,19
GMFG,ENSG00000130755,1881
CTC-246B18.10,ENSG00000269246,12
SAMD4B,ENSG00000179134,83
PAF1,ENSG00000006712,112
MED29,ENSG00000063322,189
ZFP36,ENSG00000128016,1890
PLEKHG2,ENSG00000090924,26
RPS16,ENSG00000105193,2658
SUPT5H,ENSG00000196235,166
TIMM50,ENSG00000105197,137
DLL3,ENSG00000090932,5
EID2B,ENSG00000176401,48
EID2,ENSG00000176396,20
DYRK1B,ENSG00000105204,37
FBL,ENSG00000105202,742
FCGBP,ENSG00000090920,5
PSMC4,ENSG00000013275,451
ZNF546,ENSG00000187187,6
ZNF780B,ENSG00000128000,30
ZNF780A,ENSG00000197782,78
MAP3K10,ENSG00000130758,10
AKT2,ENSG00000105221,136
C19orf47,ENSG00000160392,11
PLD3,ENSG00000105223,230
SERTAD1,ENSG00000197019,240
SERTAD3,ENSG00000167565,147
BLVRB,ENSG00000090013,434
SHKBP1,ENSG00000160410,446
LTBP4,ENSG00000090006,71
NUMBL,ENSG00000105245,7
ADCK4,ENSG00000123815,60
ITPKC,ENSG00000086544,9
C19orf54,ENSG00000188493,16
SNRPA,ENSG00000077312,294
RAB4B,ENSG00000167578,198
EGLN2,ENSG00000269858,373
CYP2S1,ENSG00000167600,4
AXL,ENSG00000167601,7
HNRNPUL1,ENSG00000105323,360
TGFB1,ENSG00000105329,540
CCDC97,ENSG00000142039,90
TMEM91,ENSG00000142046,83
B9D2,ENSG00000123810,69
BCKDHA,ENSG00000248098,54
EXOSC5,ENSG00000077348,170
B3GNT8,ENSG00000177191,25
ATP5SL,ENSG00000105341,152
AC006129.1,ENSG00000268355,4
AC006129.4,ENSG00000270164,12
AC006129.2,ENSG00000268027,66
CEACAM21,ENSG00000007129,46
CEACAM4,ENSG00000105352,26
CEACAM3,ENSG00000170956,32
RPS19,ENSG00000105372,2682
CD79A,ENSG00000105369,426
ARHGEF1,ENSG00000076928,642
RABAC1,ENSG00000105404,860
ATP1A3,ENSG00000105409,10
ZNF574,ENSG00000105732,25
POU2F2,ENSG00000028277,425
CTC-378H22.1,ENSG00000254887,47
CTC-378H22.2,ENSG00000259436,37
DEDD2,ENSG00000160570,328
ZNF526,ENSG00000167625,31
GSK3A,ENSG00000105723,49
ERF,ENSG00000105722,29
CIC,ENSG00000079432,56
PAFAH1B3,ENSG00000079462,143
PRR19,ENSG00000188368,4
MEGF8,ENSG00000105429,6
CNFN,ENSG00000105427,30
LIPE-AS1,ENSG00000213904,37
LIPE,ENSG00000079435,18
CEACAM1,ENSG00000079385,8
LYPD3,ENSG00000124466,42
PHLDB3,ENSG00000176531,50
ETHE1,ENSG00000105755,377
ZNF575,ENSG00000176472,16
XRCC1,ENSG00000073050,100
PINLYP,ENSG00000234465,6
IRGQ,ENSG00000167378,35
ZNF576,ENSG00000124444,54
SRRM5,ENSG00000226763,3
ZNF428,ENSG00000131116,415
PLAUR,ENSG00000011422,324
SMG9,ENSG00000105771,46
KCNN4,ENSG00000104783,59
ZNF283,ENSG00000167637,8
ZNF404,ENSG00000176222,11
RP11-15A1.3,ENSG00000267058,30
ZNF45,ENSG00000124459,18
ZNF155,ENSG00000204920,9
RP11-15A1.7,ENSG00000266921,3
ZNF230,ENSG00000159882,29
ZNF222,ENSG00000159885,19
ZNF223-1,ENSG00000178386,4
ZNF284,ENSG00000186026,3
ZNF224,ENSG00000267680,109
ZNF225,ENSG00000256294,4
ZNF234,ENSG00000263002,18
ZNF226,ENSG00000167380,118
ZNF227,ENSG00000131115,41
ZNF235,ENSG00000159917,14
ZNF180,ENSG00000167384,33
PVR,ENSG00000073008,9
BCL3,ENSG00000069399,59
PVRL2,ENSG00000130202,17
CTB-129P6.4,ENSG00000267282,4
TOMM40,ENSG00000130204,167
CLPTM1,ENSG00000104853,157
RELB,ENSG00000104856,126
CLASRP,ENSG00000104859,100
ZNF296,ENSG00000170684,59
GEMIN7,ENSG00000142252,145
MARK4,ENSG00000007047,17
PPP1R37,ENSG00000104866,34
TRAPPC6A,ENSG00000007255,539
BLOC1S3,ENSG00000189114,18
CKM,ENSG00000104879,4
ERCC2,ENSG00000104884,44
PPP1R13L,ENSG00000104881,14
CD3EAP,ENSG00000117877,19
ERCC1,ENSG00000012061,317
FOSB,ENSG00000125740,1310
PPM1N,ENSG00000213889,72
VASP,ENSG00000125753,738
OPA3,ENSG00000125741,49
EML2,ENSG00000125746,74
C19orf83,ENSG00000267757,14
GIPR,ENSG00000010310,4
SNRPD2,ENSG00000125743,1530
FBXO46,ENSG00000177051,11
DMPK,ENSG00000104936,5
DMWD,ENSG00000185800,11
SYMPK,ENSG00000125755,104
IRF2BP1,ENSG00000170604,27
MYPOP,ENSG00000176182,31
CCDC61,ENSG00000104983,54
PPP5C,ENSG00000011485,87
PPP5D1,ENSG00000230510,10
CALM3,ENSG00000160014,973
CTB-12A17.3,ENSG00000269292,6
PTGIR,ENSG00000160013,52
PRKD2,ENSG00000105287,143
STRN4,ENSG00000090372,45
FKRP,ENSG00000181027,13
SLC1A5,ENSG00000105281,70
AP2S1,ENSG00000042753,949
ARHGAP35,ENSG00000160007,33
TMEM160,ENSG00000130748,512
ZC3H4,ENSG00000130749,28
SAE1,ENSG00000142230,220
BBC3,ENSG00000105327,131
CCDC9,ENSG00000105321,28
PRR24,ENSG00000257704,64
C5AR1,ENSG00000197405,264
C5AR2,ENSG00000134830,6
DHX34,ENSG00000134815,30
KPTN,ENSG00000118162,26
NAPA-AS1,ENSG00000268061,27
NAPA,ENSG00000105402,352
ZNF541,ENSG00000118156,3
CTD-2571L23.8,ENSG00000268746,3
GLTSCR1,ENSG00000063169,18
GLTSCR2,ENSG00000105373,2238
SEPW1,ENSG00000178980,684
PLA2G4C,ENSG00000105499,7
LIG1,ENSG00000105486,48
C19orf68,ENSG00000185453,23
CARD8,ENSG00000105483,303
CTC-241F20.3,ENSG00000268001,91
EMP3,ENSG00000142227,1975
TMEM143,ENSG00000161558,23
KDELR1,ENSG00000105438,292
GRWD1,ENSG00000105447,89
KCNJ14,ENSG00000182324,4
CYTH2,ENSG00000105443,159
CTC-273B12.10,ENSG00000269814,6
RPL18,ENSG00000063177,2653
SPHK2,ENSG00000063176,71
DBP,ENSG00000105516,134
CA11,ENSG00000063180,41
MAMSTR,ENSG00000176909,3
RASIP1,ENSG00000105538,4
BCAT2,ENSG00000105552,59
HSD17B14,ENSG00000087076,8
PLEKHA4,ENSG00000105559,5
PPP1R15A,ENSG00000087074,1057
TULP2,ENSG00000104804,3
NUCB1,ENSG00000104805,474
DHDH,ENSG00000104808,3
BAX,ENSG00000087088,822
FTL,ENSG00000087086,2666
GYS1,ENSG00000104812,23
RUVBL2,ENSG00000183207,151
SNRNP70,ENSG00000104852,378
LIN7B,ENSG00000104863,50
C19orf73,ENSG00000221916,21
TRPM4,ENSG00000130529,16
SLC6A16,ENSG00000063127,15
CTC-301O7.4,ENSG00000197813,38
CD37,ENSG00000104894,2063
PIH1D1,ENSG00000104872,350
ALDH16A1,ENSG00000161618,148
FLT3LG,ENSG00000090554,464
RPL13A,ENSG00000142541,2698
RPS11,ENSG00000142534,2553
FCGRT,ENSG00000104870,623
RCN3,ENSG00000142552,13
NOSIP,ENSG00000142546,1152
PRRG2,ENSG00000126460,13
PRR12,ENSG00000126464,30
RRAS,ENSG00000126458,60
SCAF1,ENSG00000126461,55
IRF3,ENSG00000126456,298
BCL2L12,ENSG00000126453,98
PRMT1,ENSG00000126457,507
TSKS,ENSG00000126467,6
AP2A1,ENSG00000196961,187
FUZ,ENSG00000010361,38
MED25,ENSG00000104973,75
PTOV1-AS1,ENSG00000268006,4
PTOV1,ENSG00000104960,208
AC018766.4,ENSG00000267896,4
PNKP,ENSG00000039650,184
AKT1S1,ENSG00000204673,63
TBC1D17,ENSG00000104946,112
IL4I1,ENSG00000104951,20
NUP62,ENSG00000213024,154
ATF5,ENSG00000169136,81
VRK3,ENSG00000105053,211
ZNF473,ENSG00000142528,15
KCNC3,ENSG00000131398,8
NR1H2,ENSG00000131408,346
NAPSA,ENSG00000131400,7
POLD1,ENSG00000062822,38
SPIB,ENSG00000269404,110
EMC10,ENSG00000161671,338
CTD-2545M3.2,ENSG00000268854,3
JOSD2,ENSG00000161677,254
CLEC11A,ENSG00000105472,101
C19orf48,ENSG00000167747,112
KLK1,ENSG00000167748,16
CTU1,ENSG00000142544,28
SIGLEC9,ENSG00000129450,50
SIGLEC7,ENSG00000168995,60
CD33,ENSG00000105383,195
VSIG10L,ENSG00000186806,5
ETFB,ENSG00000105379,549
CLDND2,ENSG00000160318,9
NKG7,ENSG00000105374,816
LIM2,ENSG00000105370,9
SIGLEC10,ENSG00000142512,154
CTD-2616J11.2,ENSG00000255441,4
SIGLEC12,ENSG00000254521,4
ZNF175,ENSG00000105497,14
AC018755.1,ENSG00000167765,4
SIGLEC5,ENSG00000105501,48
SIGLEC14,ENSG00000254415,38
FPR1,ENSG00000171051,289
FPR2,ENSG00000171049,25
ZNF577,ENSG00000161551,14
ZNF649,ENSG00000198093,12
ZNF613,ENSG00000176024,8
ZNF350,ENSG00000256683,76
ZNF615,ENSG00000197619,14
ZNF614,ENSG00000142556,14
ZNF432,ENSG00000256087,19
ZNF841,ENSG00000197608,9
ZNF616,ENSG00000204611,12
ZNF836,ENSG00000196267,69
PPP2R1A,ENSG00000105568,464
ZNF766,ENSG00000196214,89
ZNF480,ENSG00000198464,113
ZNF880,ENSG00000221923,81
ZNF528,ENSG00000167555,29
ZNF578,ENSG00000258405,3
ZNF808,ENSG00000198482,11
ZNF701,ENSG00000167562,37
ZNF83,ENSG00000167766,91
ZNF611,ENSG00000213020,42
ZNF600,ENSG00000189190,33
ZNF28,ENSG00000198538,16
ZNF468,ENSG00000204604,44
ZNF320,ENSG00000182986,12
ZNF816,ENSG00000180257,26
ZNF160,ENSG00000170949,61
ZNF415,ENSG00000170954,3
ZNF347,ENSG00000197937,11
ZNF665,ENSG00000197497,7
ZNF677,ENSG00000197928,63
ZNF845,ENSG00000213799,12
ZNF525,ENSG00000203326,20
ZNF765,ENSG00000196417,18
ZNF813,ENSG00000198346,8
ZNF331,ENSG00000130844,363
NLRP12,ENSG00000142405,18
MYADM,ENSG00000179820,515
AC008440.5,ENSG00000232220,3
VSTM1,ENSG00000189068,161
OSCAR,ENSG00000170909,145
NDUFA3,ENSG00000170906,621
TFPT,ENSG00000105619,146
PRPF31,ENSG00000105618,286
CNOT3,ENSG00000088038,78
LENG1,ENSG00000105617,265
TMC4,ENSG00000167608,10
MBOAT7,ENSG00000125505,146
TSEN34,ENSG00000170892,254
CTD-3093M3.1,ENSG00000268816,3
RPS9,ENSG00000170889,2664
LILRB3,ENSG00000204577,116
LILRA6,ENSG00000244482,48
LILRB2,ENSG00000131042,267
LILRA3,ENSG00000170866,163
LILRA5,ENSG00000187116,320
LILRA4,ENSG00000239961,11
CTD-2587H19.1,ENSG00000268802,3
LAIR1,ENSG00000167613,244
LENG8-AS1,ENSG00000226696,13
LENG8,ENSG00000167615,252
LENG9,ENSG00000182909,23
LAIR2,ENSG00000167618,18
LILRA2,ENSG00000239998,117
LILRB1,ENSG00000104972,165
LILRA1,ENSG00000104974,113
LILRB4,ENSG00000186818,138
KIR3DL1,ENSG00000167633,14
KIR2DL3,ENSG00000243772,21
KIR3DL2,ENSG00000240403,44
FCAR,ENSG00000186431,13
CTB-61M7.2,ENSG00000268734,19
NCR1,ENSG00000189430,18
NLRP2,ENSG00000022556,13
CTC-550B14.7,ENSG00000267265,3
GP6,ENSG00000088053,4
RDH13,ENSG00000160439,29
EPS8L1,ENSG00000131037,6
PPP1R12C,ENSG00000125503,43
TNNT1,ENSG00000105048,32
SYT5,ENSG00000129990,21
TMEM86B,ENSG00000180089,35
PPP6R1,ENSG00000105063,16
HSPBP1,ENSG00000133265,121
BRSK1,ENSG00000160469,3
TMEM150B,ENSG00000180061,17
SUV420H2,ENSG00000133247,45
COX6B2,ENSG00000160471,4
TMEM238,ENSG00000233493,3
RPL28,ENSG00000108107,2686
UBE2S,ENSG00000108106,111
ISOC2,ENSG00000063241,171
ZNF628,ENSG00000197483,31
NAT14,ENSG00000090971,10
SSC5D,ENSG00000179954,4
ZNF579,ENSG00000218891,6
FIZ1,ENSG00000179943,8
ZNF524,ENSG00000171443,248
ZNF865,ENSG00000261221,22
ZNF784,ENSG00000179922,30
ZNF580,ENSG00000213015,132
ZNF581,ENSG00000171425,286
CCDC106,ENSG00000173581,21
U2AF2,ENSG00000063244,139
CTD-2537I9.12,ENSG00000267523,6
EPN1,ENSG00000063245,156
ZNF787,ENSG00000142409,28
ZNF444,ENSG00000167685,66
ZSCAN5A,ENSG00000131848,16
AC006116.20,ENSG00000267710,7
ZNF582,ENSG00000018869,26
ZNF582-AS1,ENSG00000267454,13
ZNF583,ENSG00000198440,30
ZNF667,ENSG00000198046,9
ZNF667-AS1,ENSG00000166770,26
ZFP28,ENSG00000196867,3
ZNF470,ENSG00000197016,7
ZNF71,ENSG00000197951,23
AC007228.5,ENSG00000268352,4
AC007228.9,ENSG00000268568,17
ZNF264,ENSG00000083844,53
AURKC,ENSG00000105146,4
ZNF805,ENSG00000204524,6
CTC-444N24.6,ENSG00000267871,4
ZNF460,ENSG00000197714,50
CTC-444N24.11,ENSG00000268205,33
ZNF543,ENSG00000178229,9
ZNF304,ENSG00000131845,6
ZNF547,ENSG00000152433,3
TRAPPC2P1,ENSG00000256060,113
ZNF548,ENSG00000188785,41
ZNF17,ENSG00000186272,20
ZNF749,ENSG00000186230,21
ZNF772,ENSG00000197128,6
ZNF419,ENSG00000105136,21
ZNF773,ENSG00000152439,22
ZNF549,ENSG00000121406,12
ZNF550,ENSG00000251369,28
ZNF416,ENSG00000083817,9
ZIK1,ENSG00000171649,15
ZNF530,ENSG00000183647,10
ZNF134,ENSG00000213762,31
ZNF211,ENSG00000121417,42
ZNF551,ENSG00000204519,18
ZNF154,ENSG00000179909,10
ZNF671,ENSG00000083814,26
ZNF776,ENSG00000152443,20
ZNF586,ENSG00000083828,78
ZNF552,ENSG00000178935,21
ZNF587B,ENSG00000269343,6
ZNF814,ENSG00000204514,62
ZNF587,ENSG00000198466,36
ZNF417,ENSG00000173480,9
ZNF418,ENSG00000196724,12
ZNF256,ENSG00000152454,13
C19orf18,ENSG00000177025,3
ZNF606,ENSG00000166704,20
CTD-2368P22.1,ENSG00000176593,8
ZNF135,ENSG00000176293,9
ZSCAN18,ENSG00000121413,99
ZNF329,ENSG00000181894,15
ZNF274,ENSG00000171606,150
ZNF544,ENSG00000198131,55
CTD-3138B18.5,ENSG00000268516,44
AC010642.1,ENSG00000267216,216
ZSCAN22,ENSG00000182318,6
A1BG,ENSG00000121410,167
A1BG-AS1,ENSG00000268895,32
ZNF837,ENSG00000152475,24
RPS5,ENSG00000083845,2634
ZNF584,ENSG00000171574,36
CTD-2619J13.14,ENSG00000232098,5
ZNF324B,ENSG00000249471,8
ZNF324,ENSG00000083812,24
ZNF446,ENSG00000083838,31
SLC27A5,ENSG00000083807,53
ZBTB45,ENSG00000119574,22
TRIM28,ENSG00000130726,116
CHMP2A,ENSG00000130724,707
UBE2M,ENSG00000130725,70
AC016629.8,ENSG00000267858,49
MZF1,ENSG00000099326,76
RPS4Y1,ENSG00000129824,2384
ZFY,ENSG00000067646,25
TTTY15,ENSG00000233864,56
USP9Y,ENSG00000114374,38
DDX3Y,ENSG00000067048,165
UTY,ENSG00000183878,108
TMSB4Y,ENSG00000154620,15
NLGN4Y,ENSG00000165246,4
TTTY14,ENSG00000176728,8
KDM5D,ENSG00000012817,66
EIF1AY,ENSG00000198692,384
RPS4Y2,ENSG00000157828,11
TPTEP1,ENSG00000100181,39
IL17RA,ENSG00000177663,135
CECR6,ENSG00000183307,3
CECR5,ENSG00000069998,153
CECR5-AS1,ENSG00000185837,3
CECR1,ENSG00000093072,289
ATP6V1E1,ENSG00000131100,462
BCL2L13,ENSG00000099968,171
BID,ENSG00000015475,553
LINC00528,ENSG00000269220,39
MICAL3,ENSG00000243156,24
XXbac-B476C20.9,ENSG00000225335,5
PEX26,ENSG00000215193,56
TUBA8,ENSG00000183785,6
USP18,ENSG00000184979,14
DGCR6,ENSG00000183628,48
DGCR2,ENSG00000070413,79
DGCR14,ENSG00000100056,58
AC004463.6,ENSG00000260924,4
SLC25A1,ENSG00000100075,114
CLTCL1,ENSG00000070371,3
HIRA,ENSG00000100084,41
C22orf39,ENSG00000242259,234
MRPL40,ENSG00000185608,327
UFD1L,ENSG00000070010,402
CDC45,ENSG00000093009,8
CLDN5,ENSG00000184113,7
SEPT5,ENSG00000184702,12
GNB1L,ENSG00000185838,70
C22orf29,ENSG00000215012,24
TXNRD2,ENSG00000184470,92
COMT,ENSG00000093010,420
ARVCF,ENSG00000099889,6
TANGO2,ENSG00000183597,98
AC006547.15,ENSG00000268292,3
DGCR8,ENSG00000128191,25
TRMT2A,ENSG00000099899,118
RANBP1,ENSG00000099901,774
ZDHHC8,ENSG00000099904,14
RTN4R,ENSG00000040608,5
DGCR6L,ENSG00000128185,454
AC023490.1,ENSG00000206176,26
ZNF74,ENSG00000185252,12
SCARF2,ENSG00000244486,3
KLHL22,ENSG00000099910,63
MED15,ENSG00000099917,175
PI4KA,ENSG00000241973,71
SNAP29,ENSG00000099940,228
CRKL,ENSG00000099942,81
XXbac-B135H6.15,ENSG00000237476,33
AIFM3,ENSG00000183773,10
LZTR1,ENSG00000099949,27
XXbac-B135H6.18,ENSG00000272829,10
THAP7,ENSG00000184436,216
THAP7-AS1,ENSG00000230513,50
HIC2,ENSG00000169635,12
TMEM191C,ENSG00000206140,46
UBE2L3,ENSG00000185651,640
YDJC,ENSG00000161179,219
SDF2L1,ENSG00000128228,387
PPIL2,ENSG00000100023,83
YPEL1,ENSG00000100027,70
MAPK1,ENSG00000100030,263
PPM1F,ENSG00000100034,93
LL22NC03-86G7.1,ENSG00000224086,4
TOP3B,ENSG00000100038,25
VPREB1,ENSG00000169575,3
LL22NC03-2H8.5,ENSG00000272216,5
ZNF280B,ENSG00000198477,3
IGLL5,ENSG00000254709,111
GNAZ,ENSG00000128266,5
